timestamp_index,dominant_fault,active_faults,rul_urgency_band,case_id
53,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_000053
54,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_000054
55,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_000055
56,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_000056
57,anomaly_electric_3,"anomaly_electric_3,anomaly_workroll_4",immediate,CASE_000057
58,anomaly_electric_3,"anomaly_electric_3,anomaly_workroll_4",immediate,CASE_000058
59,anomaly_electric_3,"anomaly_electric_3,anomaly_workroll_4",immediate,CASE_000059
60,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000060
61,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000061
62,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000062
63,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000063
88,anomaly_reduction,anomaly_reduction,immediate,CASE_000088
146,anomaly_reduction,anomaly_reduction,immediate,CASE_000146
190,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000190
191,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000191
192,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000192
193,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000193
194,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000194
195,anomaly_electric_3,anomaly_electric_3,immediate,CASE_000195
435,anomaly_reduction,anomaly_reduction,immediate,CASE_000435
471,anomaly_electric_4,anomaly_electric_4,immediate,CASE_000471
472,anomaly_electric_4,anomaly_electric_4,immediate,CASE_000472
473,anomaly_electric_4,anomaly_electric_4,immediate,CASE_000473
479,anomaly_reduction,anomaly_reduction,immediate,CASE_000479
820,anomaly_electric_1,anomaly_electric_1,immediate,CASE_000820
821,anomaly_electric_1,"anomaly_reduction,anomaly_electric_1",immediate,CASE_000821
822,anomaly_electric_1,anomaly_electric_1,immediate,CASE_000822
823,anomaly_electric_1,anomaly_electric_1,immediate,CASE_000823
824,anomaly_electric_1,anomaly_electric_1,immediate,CASE_000824
825,anomaly_electric_1,anomaly_electric_1,immediate,CASE_000825
881,anomaly_reduction,anomaly_reduction,immediate,CASE_000881
895,anomaly_reduction,anomaly_reduction,immediate,CASE_000895
927,anomaly_reduction,anomaly_reduction,immediate,CASE_000927
1024,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001024
1025,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001025
1026,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001026
1027,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001027
1028,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001028
1029,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001029
1030,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001030
1091,anomaly_reduction,anomaly_reduction,immediate,CASE_001091
1100,anomaly_electric_3,anomaly_electric_3,immediate,CASE_001100
1101,anomaly_electric_3,anomaly_electric_3,immediate,CASE_001101
1102,anomaly_electric_3,anomaly_electric_3,immediate,CASE_001102
1103,anomaly_electric_3,anomaly_electric_3,immediate,CASE_001103
1104,anomaly_electric_3,anomaly_electric_3,immediate,CASE_001104
1105,anomaly_electric_3,anomaly_electric_3,immediate,CASE_001105
1106,anomaly_electric_3,anomaly_electric_3,immediate,CASE_001106
1118,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_001118
1119,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_001119
1120,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_001120
1121,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_001121
1122,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_001122
1123,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_001123
1124,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_001124
1156,anomaly_electric_1,anomaly_electric_1,immediate,CASE_001156
1157,anomaly_electric_1,anomaly_electric_1,immediate,CASE_001157
1158,anomaly_electric_1,anomaly_electric_1,immediate,CASE_001158
1159,anomaly_electric_1,anomaly_electric_1,immediate,CASE_001159
1160,anomaly_electric_1,anomaly_electric_1,immediate,CASE_001160
1161,anomaly_electric_1,anomaly_electric_1,immediate,CASE_001161
1162,anomaly_electric_1,anomaly_electric_1,immediate,CASE_001162
1163,anomaly_electric_1,anomaly_electric_1,immediate,CASE_001163
1164,anomaly_electric_1,anomaly_electric_1,immediate,CASE_001164
1171,anomaly_reduction,anomaly_reduction,immediate,CASE_001171
1285,anomaly_reduction,anomaly_reduction,immediate,CASE_001285
1319,anomaly_electric_4,anomaly_electric_4,immediate,CASE_001319
1320,anomaly_electric_4,"anomaly_reduction,anomaly_electric_4",immediate,CASE_001320
1321,anomaly_electric_4,anomaly_electric_4,immediate,CASE_001321
1322,anomaly_electric_4,anomaly_electric_4,immediate,CASE_001322
1323,anomaly_electric_4,anomaly_electric_4,immediate,CASE_001323
1324,anomaly_electric_4,anomaly_electric_4,immediate,CASE_001324
1339,anomaly_reduction,anomaly_reduction,immediate,CASE_001339
1367,anomaly_reduction,anomaly_reduction,immediate,CASE_001367
1387,anomaly_reduction,anomaly_reduction,immediate,CASE_001387
1460,anomaly_reduction,anomaly_reduction,immediate,CASE_001460
1486,anomaly_reduction,anomaly_reduction,immediate,CASE_001486
1515,anomaly_reduction,anomaly_reduction,immediate,CASE_001515
1576,anomaly_reduction,anomaly_reduction,immediate,CASE_001576
1658,anomaly_reduction,anomaly_reduction,immediate,CASE_001658
1672,anomaly_reduction,anomaly_reduction,immediate,CASE_001672
1857,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_001857
1858,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_001858
1859,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_001859
1860,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_001860
1861,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_001861
1862,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_001862
1863,anomaly_workroll_4,anomaly_workroll_4,immediate,CASE_001863
1876,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_001876
1877,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_001877
1878,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_001878
1892,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001892
1893,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001893
1894,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001894
1895,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001895
1896,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001896
1897,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001897
1898,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_001898
1914,anomaly_reduction,anomaly_reduction,immediate,CASE_001914
2006,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_002006
2007,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_002007
2008,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_002008
2009,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_002009
2010,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_002010
2115,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002115
2116,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002116
2117,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002117
2118,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002118
2119,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002119
2120,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002120
2121,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002121
2122,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002122
2213,anomaly_bearing_2,anomaly_bearing_2,immediate,CASE_002213
2214,anomaly_bearing_2,anomaly_bearing_2,immediate,CASE_002214
2215,anomaly_bearing_2,anomaly_bearing_2,immediate,CASE_002215
2216,anomaly_bearing_2,anomaly_bearing_2,immediate,CASE_002216
2240,anomaly_reduction,anomaly_reduction,immediate,CASE_002240
2338,anomaly_reduction,anomaly_reduction,immediate,CASE_002338
2371,anomaly_reduction,anomaly_reduction,immediate,CASE_002371
2380,anomaly_reduction,anomaly_reduction,immediate,CASE_002380
2397,anomaly_reduction,anomaly_reduction,immediate,CASE_002397
2428,anomaly_electric_1,anomaly_electric_1,immediate,CASE_002428
2429,anomaly_electric_1,anomaly_electric_1,immediate,CASE_002429
2430,anomaly_electric_1,anomaly_electric_1,immediate,CASE_002430
2431,anomaly_electric_1,anomaly_electric_1,immediate,CASE_002431
2432,anomaly_electric_1,anomaly_electric_1,immediate,CASE_002432
2433,anomaly_electric_1,"anomaly_reduction,anomaly_electric_1",immediate,CASE_002433
2434,anomaly_electric_1,anomaly_electric_1,immediate,CASE_002434
2435,anomaly_electric_1,anomaly_electric_1,immediate,CASE_002435
2436,anomaly_electric_1,anomaly_electric_1,immediate,CASE_002436
2460,anomaly_reduction,anomaly_reduction,immediate,CASE_002460
2499,anomaly_reduction,anomaly_reduction,immediate,CASE_002499
2516,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002516
2517,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002517
2518,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002518
2519,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002519
2520,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002520
2521,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002521
2522,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002522
2523,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002523
2524,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002524
2574,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_002574
2575,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_002575
2576,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_002576
2604,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002604
2605,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002605
2606,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002606
2607,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002607
2608,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002608
2609,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002609
2610,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002610
2686,anomaly_reduction,anomaly_reduction,immediate,CASE_002686
2693,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002693
2694,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002694
2695,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002695
2696,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002696
2697,anomaly_electric_5,anomaly_electric_5,immediate,CASE_002697
2717,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_002717
2718,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_002718
2719,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_002719
2720,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_002720
2721,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_002721
2722,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_002722
2723,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_002723
2800,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002800
2801,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002801
2802,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002802
2803,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002803
2804,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002804
2805,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002805
2806,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_002806
2958,anomaly_reduction,anomaly_reduction,immediate,CASE_002958
3048,anomaly_reduction,anomaly_reduction,immediate,CASE_003048
3144,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_003144
3145,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_003145
3146,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_003146
3147,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_003147
3151,anomaly_electric_2,anomaly_electric_2,immediate,CASE_003151
3152,anomaly_electric_2,anomaly_electric_2,immediate,CASE_003152
3153,anomaly_electric_2,anomaly_electric_2,immediate,CASE_003153
3154,anomaly_electric_2,anomaly_electric_2,immediate,CASE_003154
3159,anomaly_reduction,anomaly_reduction,immediate,CASE_003159
3225,anomaly_reduction,anomaly_reduction,immediate,CASE_003225
3237,anomaly_reduction,anomaly_reduction,immediate,CASE_003237
3249,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003249
3250,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003250
3251,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003251
3252,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003252
3290,anomaly_reduction,anomaly_reduction,immediate,CASE_003290
3405,anomaly_reduction,anomaly_reduction,immediate,CASE_003405
3422,anomaly_reduction,anomaly_reduction,immediate,CASE_003422
3463,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_003463
3464,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_003464
3465,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_003465
3466,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_003466
3467,anomaly_bearing_4,anomaly_bearing_4,immediate,CASE_003467
3472,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_003472
3473,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_003473
3474,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_003474
3475,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_003475
3508,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003508
3509,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003509
3510,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003510
3511,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003511
3512,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003512
3513,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003513
3514,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003514
3515,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003515
3516,anomaly_electric_4,anomaly_electric_4,immediate,CASE_003516
3539,anomaly_reduction,anomaly_reduction,immediate,CASE_003539
3559,anomaly_reduction,anomaly_reduction,immediate,CASE_003559
3705,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_003705
3706,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_003706
3707,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_003707
3708,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_003708
3709,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_003709
3747,anomaly_reduction,anomaly_reduction,immediate,CASE_003747
3798,anomaly_reduction,anomaly_reduction,immediate,CASE_003798
3866,anomaly_reduction,anomaly_reduction,immediate,CASE_003866
3895,anomaly_reduction,anomaly_reduction,immediate,CASE_003895
3912,anomaly_reduction,anomaly_reduction,immediate,CASE_003912
4018,anomaly_reduction,anomaly_reduction,immediate,CASE_004018
4056,anomaly_reduction,anomaly_reduction,immediate,CASE_004056
4067,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004067
4068,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004068
4069,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004069
4070,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004070
4071,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004071
4101,anomaly_reduction,anomaly_reduction,immediate,CASE_004101
4117,anomaly_reduction,anomaly_reduction,immediate,CASE_004117
4305,anomaly_reduction,anomaly_reduction,immediate,CASE_004305
4343,anomaly_reduction,anomaly_reduction,immediate,CASE_004343
4458,anomaly_reduction,anomaly_reduction,immediate,CASE_004458
4593,anomaly_reduction,anomaly_reduction,immediate,CASE_004593
4618,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004618
4619,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004619
4620,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004620
4621,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004621
4622,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004622
4623,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004623
4624,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004624
4625,anomaly_electric_5,anomaly_electric_5,immediate,CASE_004625
4642,anomaly_electric_2,anomaly_electric_2,immediate,CASE_004642
4643,anomaly_electric_2,anomaly_electric_2,immediate,CASE_004643
4644,anomaly_electric_2,anomaly_electric_2,immediate,CASE_004644
4645,anomaly_electric_2,anomaly_electric_2,immediate,CASE_004645
4646,anomaly_electric_2,anomaly_electric_2,immediate,CASE_004646
4647,anomaly_electric_2,anomaly_electric_2,immediate,CASE_004647
4648,anomaly_electric_2,anomaly_electric_2,immediate,CASE_004648
4649,anomaly_electric_2,anomaly_electric_2,immediate,CASE_004649
4650,anomaly_electric_2,anomaly_electric_2,immediate,CASE_004650
4663,anomaly_bearing_3,anomaly_bearing_3,immediate,CASE_004663
4664,anomaly_bearing_3,anomaly_bearing_3,immediate,CASE_004664
4665,anomaly_bearing_3,anomaly_bearing_3,immediate,CASE_004665
4734,anomaly_reduction,anomaly_reduction,immediate,CASE_004734
4834,anomaly_reduction,anomaly_reduction,immediate,CASE_004834
5158,anomaly_bearing_3,anomaly_bearing_3,immediate,CASE_005158
5159,anomaly_bearing_3,anomaly_bearing_3,immediate,CASE_005159
5160,anomaly_bearing_3,anomaly_bearing_3,immediate,CASE_005160
5161,anomaly_bearing_3,anomaly_bearing_3,immediate,CASE_005161
5162,anomaly_bearing_3,anomaly_bearing_3,immediate,CASE_005162
5173,anomaly_reduction,anomaly_reduction,immediate,CASE_005173
5225,anomaly_reduction,anomaly_reduction,immediate,CASE_005225
5235,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_005235
5236,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_005236
5237,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_005237
5238,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_005238
5239,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_005239
5240,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_005240
5241,anomaly_workroll_3,anomaly_workroll_3,immediate,CASE_005241
5283,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005283
5284,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005284
5285,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005285
5286,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005286
5287,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005287
5288,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005288
5289,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005289
5514,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_005514
5515,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_005515
5516,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_005516
5517,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_005517
5518,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_005518
5519,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_005519
5520,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_005520
5523,anomaly_reduction,anomaly_reduction,immediate,CASE_005523
5659,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005659
5660,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005660
5661,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005661
5662,anomaly_workroll_2,"anomaly_reduction,anomaly_workroll_2",immediate,CASE_005662
5663,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005663
5664,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005664
5665,anomaly_workroll_2,anomaly_workroll_2,immediate,CASE_005665
5699,anomaly_reduction,anomaly_reduction,immediate,CASE_005699
5733,anomaly_reduction,anomaly_reduction,immediate,CASE_005733
5787,anomaly_reduction,anomaly_reduction,immediate,CASE_005787
5965,anomaly_reduction,anomaly_reduction,immediate,CASE_005965
6017,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_006017
6018,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_006018
6019,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_006019
6020,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_006020
6021,anomaly_bearing_5,anomaly_bearing_5,immediate,CASE_006021
6047,anomaly_reduction,anomaly_reduction,immediate,CASE_006047
6056,anomaly_reduction,anomaly_reduction,immediate,CASE_006056
6125,anomaly_reduction,anomaly_reduction,immediate,CASE_006125
6126,anomaly_reduction,anomaly_reduction,immediate,CASE_006126
6190,anomaly_reduction,anomaly_reduction,immediate,CASE_006190
6192,anomaly_bearing_1,anomaly_bearing_1,immediate,CASE_006192
6193,anomaly_bearing_1,anomaly_bearing_1,immediate,CASE_006193
6194,anomaly_bearing_1,anomaly_bearing_1,immediate,CASE_006194
6195,anomaly_bearing_1,anomaly_bearing_1,immediate,CASE_006195
6197,anomaly_reduction,anomaly_reduction,immediate,CASE_006197
6220,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_006220
6221,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_006221
6222,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_006222
6223,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_006223
6224,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_006224
6225,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_006225
6226,anomaly_workroll_1,anomaly_workroll_1,immediate,CASE_006226
6300,anomaly_reduction,anomaly_reduction,immediate,CASE_006300
6301,anomaly_reduction,anomaly_reduction,immediate,CASE_006301
6302,anomaly_reduction,anomaly_reduction,immediate,CASE_006302
6366,anomaly_reduction,anomaly_reduction,immediate,CASE_006366
6387,anomaly_bearing_2,anomaly_bearing_2,immediate,CASE_006387
6388,anomaly_bearing_2,anomaly_bearing_2,immediate,CASE_006388
6389,anomaly_bearing_2,anomaly_bearing_2,immediate,CASE_006389
